-11,75529	1,018317192
-11,64446	1,018611446
-11,53363	1,018651515
-11,42272	1,018829657
-11,31192	1,018625098
-11,20097	1,019024689
-11,09006	1,019049956
-10,97919	1,019201748
-10,8684	1,018906022
-10,75748	1,019223192
-10,64648	1,019136356
-10,53554	1,019218092
-10,42456	1,019354092
-10,31369	1,019487114
-10,20277	1,019638694
-10,09177	1,019533347
-9,98081	1,019707367
-9,86999	1,019492879
-9,7592	1,02032709
-9,64829	1,019685051
-9,53733	1,020460647
-9,42633	1,019875054
-9,31534	1,020555871
-9,20432	1,019853122
-9,09335	1,020165654
-8,98244	1,019645813
-8,87161	1,021534909
-8,76071	1,020072795
-8,64975	1,021486869
-8,53876	1,02045246
-8,42775	1,021526782
-8,31673	1,020764333
-8,20571	1,021627274
-8,09469	1,021043382
-7,98367	1,021747826
-7,87266	1,021325279
-7,76165	1,021858133
-7,65065	1,021639363
-7,53965	1,021931931
-7,42865	1,022004115
-7,31766	1,021946741
-7,20668	1,022465699
-7,09569	1,021856026
-6,98472	1,022935276
-6,87373	1,021829777
-6,76273	1,023394203
-6,65173	1,021812554
-6,54072	1,023889237
-6,42972	1,021758576
-6,31872	1,024452172
-6,20774	1,021672682
-6,09678	1,025027733
-5,98583	1,021669098
-5,8749	1,025423527
-5,76399	1,021948893
-5,65307	1,025446527
-5,54213	1,022541216
-5,43118	1,025254098
-5,3202	1,023207587
-5,2092	1,025116841
-5,09819	1,023787544
-4,98716	1,025109686
-4,87613	1,024266781
-4,7651	1,025209142
-4,65406	1,024681232
-4,54302	1,025375074
-4,43198	1,025061254
-4,32094	1,025579243
-4,2099	1,025436025
-4,09886	1,025797434
-3,98783	1,025840321
-3,8768	1,026003255
-3,76578	1,026321799
-3,65478	1,026146956
-3,54382	1,026931006
-3,43292	1,026206129
-3,32208	1,027567488
-3,21129	1,02643787
-3,10048	1,027943366
-2,98962	1,026955042
-2,87871	1,028146124
-2,76774	1,027263552
-2,65685	1,028032883
-2,54595	1,02719483
-2,4351	1,029765828
-2,32418	1,027301812
-2,21333	1,029003153
-2,10254	1,026209249
-1,99186	1,034189139
-1,88116	1,028966458
-1,7704	1,033965155
-1,65978	1,032042253
-1,54925	1,031103328
-1,43865	1,035104543
-1,32793	1,035470427
-1,21735	1,037170318
-1,10723	1,042657496
-0,99669	1,049192024
-0,88577	1,055515765
-0,77476	1,062375096
-0,66374	1,069275033
-0,55274	1,077262348
-0,4418	1,086146959
-0,33095	1,099700139
-0,22049	1,116981821
-0,11034	1,141567057
0	1,171377621
0	1,171377621
0,11038	1,212905437
0,22119	1,257027614
0,33214	1,310360277
0,44312	1,365108007
0,55403	1,420326488
0,66437	1,47274383
0,77316	1,513079188
0,88359	1,541206603
0,99427	1,565969882
1,10499	1,588601
1,21576	1,607482158
1,32651	1,629954407
1,43718	1,644462789
1,54794	1,663117434
1,65882	1,678146019
1,76978	1,694740282
1,8807	1,706054258
1,99154	1,721509763
2,10247	1,732011705
2,21338	1,742567332
2,32439	1,749829985
2,43533	1,760874316
2,54625	1,766509445
2,65708	1,77870805
2,768	1,785161717
2,87898	1,793316831
2,99001	1,799357086
3,10103	1,80771573
3,21206	1,813933805
3,32309	1,822283253
3,43411	1,828408136
3,54513	1,836689949
3,65615	1,842701705
3,76717	1,850969304
3,87818	1,856895849
3,9892	1,865162709
4,1002	1,871052542
4,21121	1,879263612
4,3222	1,885233298
4,43319	1,893208024
4,54417	1,899525564
4,65513	1,906845314
4,76604	1,914077311
4,87689	1,919951056
4,98779	1,92690655
5,09876	1,93359048
5,20978	1,941419842
5,32077	1,947058482
5,43173	1,955404164
5,54265	1,959665831
5,65349	1,969095476
5,76425	1,971394045
5,87491	1,978529081
5,98583	1,983895722
6,09678	1,991071692
6,20772	1,995517485
6,31868	2,002123717
6,42962	2,005618586
6,54053	2,011689616
6,65142	2,014378116
6,76229	2,019807111
6,87315	2,021786141
6,984	2,026499398
7,09488	2,027862552
7,20577	2,031882249
7,31667	2,032588469
7,42757	2,036079454
7,53845	2,035989099
7,64932	2,039122516
7,76019	2,03826597
7,87109	2,040925219
7,98201	2,0397276
8,09297	2,041639235
8,20395	2,040443849
8,31494	2,041587577
8,42593	2,040405886
8,53692	2,040905958
8,64792	2,039690644
8,7589	2,03965649
8,86987	2,038416449
8,9808	2,037910872
9,09169	2,036714491
9,20248	2,03575282
9,31332	2,034623778
9,42427	2,033436362
9,53528	2,032236624
9,64624	2,030885328
9,75717	2,029659953
9,868	2,028166789
9,97889	2,026925293
10,08986	2,025450735
10,20088	2,023969769
10,31187	2,022497096
10,42285	2,020984474
10,53379	2,019526271
10,6447	2,01794684
10,75554	2,016555999
10,86646	2,014959053
10,97739	2,013360579
11,08838	2,01182472
11,19924	2,010354628
11,31021	2,008822318
11,42107	2,007250679
11,53193	2,005726955
11,64288	2,004310746
